sale_id,product_id,sale_date,units_sold
103,3,2023-07-06,41
104,4,2023-07-06,48
105,5,2023-07-06,46
106,6,2023-07-06,19
107,7,2023-07-06,14
108,8,2023-07-06,21
109,9,2023-07-06,24
110,10,2023-07-06,18
111,11,2023-07-06,35
112,12,2023-07-06,40
113,13,2023-07-06,31
114,14,2023-07-06,42
115,15,2023-07-06,27
116,16,2023-07-06,12
117,17,2023-07-06,43
118,18,2023-07-06,36
119,19,2023-07-06,31
120,20,2023-07-06,48
121,1,2023-07-07,50
122,2,2023-07-07,22
123,3,2023-07-07,11
124,4,2023-07-07,39
125,5,2023-07-07,47
126,6,2023-07-07,47
127,7,2023-07-07,11
128,8,2023-07-07,22
129,9,2023-07-07,17
130,10,2023-07-07,43
131,11,2023-07-07,21
132,12,2023-07-07,34
133,13,2023-07-07,32
134,14,2023-07-07,43
135,15,2023-07-07,14
136,16,2023-07-07,50
137,17,2023-07-07,16
138,18,2023-07-07,11
139,19,2023-07-07,21
140,20,2023-07-07,32
141,1,2023-07-08,34
142,2,2023-07-08,23
143,3,2023-07-08,33
144,4,2023-07-08,29
145,5,2023-07-08,43
146,6,2023-07-08,10
147,7,2023-07-08,33
148,8,2023-07-08,23
149,9,2023-07-08,17
150,10,2023-07-08,18
151,11,2023-07-08,25
152,12,2023-07-08,31
153,13,2023-07-08,34
154,14,2023-07-08,13
155,15,2023-07-08,16
156,16,2023-07-08,31
157,17,2023-07-08,24
158,18,2023-07-08,22
159,19,2023-07-08,36
160,20,2023-07-08,17
161,1,2023-07-09,21
162,2,2023-07-09,35
163,3,2023-07-09,31
164,4,2023-07-09,21
165,5,2023-07-09,37
166,6,2023-07-09,16
167,7,2023-07-09,33
168,8,2023-07-09,43
169,9,2023-07-09,31
170,10,2023-07-09,48
171,11,2023-07-09,41
172,12,2023-07-09,47
173,13,2023-07-09,22
174,14,2023-07-09,29
175,15,2023-07-09,25
176,16,2023-07-09,12
177,17,2023-07-09,32
178,18,2023-07-09,34
179,19,2023-07-09,36
180,20,2023-07-09,41
181,1,2023-07-10,36
182,2,2023-07-10,16
183,3,2023-07-10,12
184,4,2023-07-10,37
185,5,2023-07-10,16
186,6,2023-07-10,35
187,7,2023-07-10,28
188,8,2023-07-10,19
189,9,2023-07-10,39
190,10,2023-07-10,46
191,11,2023-07-10,27
192,12,2023-07-10,43
193,13,2023-07-10,42
194,14,2023-07-10,30
195,15,2023-07-10,31
196,16,2023-07-10,19
197,17,2023-07-10,27
198,18,2023-07-10,45
199,19,2023-07-10,22
200,20,2023-07-10,32
201,1,2023-07-11,36
202,2,2023-07-11,42
203,3,2023-07-11,26
204,4,2023-07-11,35
205,5,2023-07-11,23
206,6,2023-07-11,40
207,7,2023-07-11,15
208,8,2023-07-11,23
209,9,2023-07-11,19
210,10,2023-07-11,24
211,11,2023-07-11,34
212,12,2023-07-11,20
213,13,2023-07-11,44
214,14,2023-07-11,23
215,15,2023-07-11,25
216,16,2023-07-11,20
217,17,2023-07-11,38
218,18,2023-07-11,44
219,19,2023-07-11,43
220,20,2023-07-11,19
221,1,2023-07-12,42
222,2,2023-07-12,19
223,3,2023-07-12,33
224,4,2023-07-12,47
225,5,2023-07-12,11
226,6,2023-07-12,18
227,7,2023-07-12,13
228,8,2023-07-12,28
229,9,2023-07-12,28
230,10,2023-07-12,38
231,11,2023-07-12,16
232,12,2023-07-12,41
233,13,2023-07-12,20
234,14,2023-07-12,22
235,15,2023-07-12,10
236,16,2023-07-12,35
237,17,2023-07-12,28
238,18,2023-07-12,40
239,19,2023-07-12,14
240,20,2023-07-12,26
241,1,2023-07-13,11
242,2,2023-07-13,32
243,3,2023-07-13,41
244,4,2023-07-13,44
245,5,2023-07-13,38
246,6,2023-07-13,19
247,7,2023-07-13,40
248,8,2023-07-13,10
249,9,2023-07-13,15
250,10,2023-07-13,29
251,11,2023-07-13,33
252,12,2023-07-13,50
253,13,2023-07-13,24
254,14,2023-07-13,31
255,15,2023-07-13,23
256,16,2023-07-13,35
257,17,2023-07-13,34
258,18,2023-07-13,32
259,19,2023-07-13,13
260,20,2023-07-13,46
261,1,2023-07-14,17
262,2,2023-07-14,26
263,3,2023-07-14,33
264,4,2023-07-14,26
265,5,2023-07-14,37
266,6,2023-07-14,49
267,7,2023-07-14,23
268,8,2023-07-14,17
269,9,2023-07-14,34
270,10,2023-07-14,15
271,11,2023-07-14,41
272,12,2023-07-14,18
273,13,2023-07-14,33
274,14,2023-07-14,38
275,15,2023-07-14,12
276,16,2023-07-14,36
277,17,2023-07-14,41
278,18,2023-07-14,19
279,19,2023-07-14,22
280,20,2023-07-14,38
281,1,2023-07-15,38
282,2,2023-07-15,29
283,3,2023-07-15,31
284,4,2023-07-15,27
285,5,2023-07-15,33
286,6,2023-07-15,36
287,7,2023-07-15,15
288,8,2023-07-15,45
289,9,2023-07-15,27
290,10,2023-07-15,34
291,11,2023-07-15,13
292,12,2023-07-15,21
293,13,2023-07-15,35
294,14,2023-07-15,36
295,15,2023-07-15,30
296,16,2023-07-15,43
297,17,2023-07-15,40
298,18,2023-07-15,20
299,19,2023-07-15,13
300,20,2023-07-15,38
301,1,2023-07-16,41
302,2,2023-07-16,12
303,3,2023-07-16,27
304,4,2023-07-16,36
305,5,2023-07-16,22
306,6,2023-07-16,27
307,7,2023-07-16,46
308,8,2023-07-16,48
309,9,2023-07-16,14
310,10,2023-07-16,38
311,11,2023-07-16,28
312,12,2023-07-16,43
313,13,2023-07-16,10
314,14,2023-07-16,47
315,15,2023-07-16,17
316,16,2023-07-16,13
317,17,2023-07-16,37
318,18,2023-07-16,15
319,19,2023-07-16,20
320,20,2023-07-16,28
321,1,2023-07-17,45
322,2,2023-07-17,31
323,3,2023-07-17,25
324,4,2023-07-17,22
325,5,2023-07-17,49
326,6,2023-07-17,31
327,7,2023-07-17,35
328,8,2023-07-17,28
329,9,2023-07-17,27
330,10,2023-07-17,24
331,11,2023-07-17,24
332,12,2023-07-17,16
333,13,2023-07-17,40
334,14,2023-07-17,13
335,15,2023-07-17,20
336,16,2023-07-17,44
337,17,2023-07-17,34
338,18,2023-07-17,28
339,19,2023-07-17,34
340,20,2023-07-17,31
341,1,2023-07-18,27
342,2,2023-07-18,17
343,3,2023-07-18,19
344,4,2023-07-18,35
345,5,2023-07-18,13
346,6,2023-07-18,42
347,7,2023-07-18,17
348,8,2023-07-18,38
349,9,2023-07-18,21
350,10,2023-07-18,13
351,11,2023-07-18,43
352,12,2023-07-18,35
353,13,2023-07-18,30
354,14,2023-07-18,47
355,15,2023-07-18,33
356,16,2023-07-18,10
357,17,2023-07-18,15
358,18,2023-07-18,33
359,19,2023-07-18,30
360,20,2023-07-18,31
361,1,2023-07-19,36
362,2,2023-07-19,10
363,3,2023-07-19,47
364,4,2023-07-19,12
365,5,2023-07-19,16
366,6,2023-07-19,41
367,7,2023-07-19,24
368,8,2023-07-19,41
369,9,2023-07-19,22
370,10,2023-07-19,30
371,11,2023-07-19,34
372,12,2023-07-19,21
373,13,2023-07-19,14
374,14,2023-07-19,43
375,15,2023-07-19,49
376,16,2023-07-19,30
377,17,2023-07-19,18
378,18,2023-07-19,32
379,19,2023-07-19,26
380,20,2023-07-19,44
381,1,2023-07-20,16
382,2,2023-07-20,27
383,3,2023-07-20,37
384,4,2023-07-20,25
385,5,2023-07-20,34
386,6,2023-07-20,50
387,7,2023-07-20,44
388,8,2023-07-20,43
389,9,2023-07-20,29
390,10,2023-07-20,10
391,11,2023-07-20,36
392,12,2023-07-20,44
393,13,2023-07-20,17
394,14,2023-07-20,21
395,15,2023-07-20,31
396,16,2023-07-20,33
397,17,2023-07-20,12
398,18,2023-07-20,31
399,19,2023-07-20,44
400,20,2023-07-20,48
401,1,2023-07-21,29
402,2,2023-07-21,44
403,3,2023-07-21,39
404,4,2023-07-21,23
405,5,2023-07-21,29
406,6,2023-07-21,38
407,7,2023-07-21,15
408,8,2023-07-21,24
409,9,2023-07-21,25
410,10,2023-07-21,40
411,11,2023-07-21,35
412,12,2023-07-21,13
413,13,2023-07-21,18
414,14,2023-07-21,34
415,15,2023-07-21,39
416,16,2023-07-21,20
417,17,2023-07-21,37
418,18,2023-07-21,34
419,19,2023-07-21,24
420,20,2023-07-21,21
421,1,2023-07-22,18
422,2,2023-07-22,13
423,3,2023-07-22,39
424,4,2023-07-22,13
425,5,2023-07-22,19
426,6,2023-07-22,34
427,7,2023-07-22,44
428,8,2023-07-22,12
429,9,2023-07-22,24
430,10,2023-07-22,11
431,11,2023-07-22,24
432,12,2023-07-22,22
433,13,2023-07-22,19
434,14,2023-07-22,18
435,15,2023-07-22,18
436,16,2023-07-22,15
437,17,2023-07-22,28
438,18,2023-07-22,27
439,19,2023-07-22,14
440,20,2023-07-22,40
441,1,2023-07-23,17
442,2,2023-07-23,11
443,3,2023-07-23,13
444,4,2023-07-23,39
445,5,2023-07-23,40
446,6,2023-07-23,28
447,7,2023-07-23,27
448,8,2023-07-23,40
449,9,2023-07-23,50
450,10,2023-07-23,50
451,11,2023-07-23,35
452,12,2023-07-23,34
453,13,2023-07-23,24
454,14,2023-07-23,18
455,15,2023-07-23,25
456,16,2023-07-23,37
457,17,2023-07-23,23
458,18,2023-07-23,25
459,19,2023-07-23,43
460,20,2023-07-23,26
461,1,2023-07-24,21
462,2,2023-07-24,25
463,3,2023-07-24,11
464,4,2023-07-24,25
465,5,2023-07-24,11
466,6,2023-07-24,15
467,7,2023-07-24,50
468,8,2023-07-24,33
469,9,2023-07-24,31
470,10,2023-07-24,33
471,11,2023-07-24,26
472,12,2023-07-24,24
473,13,2023-07-24,50
474,14,2023-07-24,20
475,15,2023-07-24,15
476,16,2023-07-24,24
477,17,2023-07-24,36
478,18,2023-07-24,17
479,19,2023-07-24,17
480,20,2023-07-24,10
481,1,2023-07-25,40
482,2,2023-07-25,31
483,3,2023-07-25,19
484,4,2023-07-25,29
485,5,2023-07-25,50
486,6,2023-07-25,31
487,7,2023-07-25,23
488,8,2023-07-25,42
489,9,2023-07-25,43
490,10,2023-07-25,46
491,11,2023-07-25,24
492,12,2023-07-25,18
493,13,2023-07-25,15
494,14,2023-07-25,24
495,15,2023-07-25,43
496,16,2023-07-25,46
497,17,2023-07-25,35
498,18,2023-07-25,24
499,19,2023-07-25,40
500,20,2023-07-25,32
501,1,2023-07-26,40
502,2,2023-07-26,37
503,3,2023-07-26,41
504,4,2023-07-26,25
505,5,2023-07-26,17
506,6,2023-07-26,27
507,7,2023-07-26,18
508,8,2023-07-26,45
509,9,2023-07-26,32
510,10,2023-07-26,22
511,11,2023-07-26,49
512,12,2023-07-26,40
513,13,2023-07-26,43
514,14,2023-07-26,23
515,15,2023-07-26,37
516,16,2023-07-26,38
517,17,2023-07-26,10
518,18,2023-07-26,24
519,19,2023-07-26,24
520,20,2023-07-26,20
521,1,2023-07-27,48
522,2,2023-07-27,22
523,3,2023-07-27,17
524,4,2023-07-27,26
525,5,2023-07-27,11
526,6,2023-07-27,13
527,7,2023-07-27,41
528,8,2023-07-27,16
529,9,2023-07-27,50
530,10,2023-07-27,21
531,11,2023-07-27,16
532,12,2023-07-27,19
533,13,2023-07-27,15
534,14,2023-07-27,19
535,15,2023-07-27,38
536,16,2023-07-27,18
537,17,2023-07-27,18
538,18,2023-07-27,45
539,19,2023-07-27,26
540,20,2023-07-27,43
541,1,2023-07-28,28
542,2,2023-07-28,38
543,3,2023-07-28,20
544,4,2023-07-28,29
545,5,2023-07-28,29
546,6,2023-07-28,31
547,7,2023-07-28,44
548,8,2023-07-28,34
549,9,2023-07-28,36
550,10,2023-07-28,19
551,11,2023-07-28,40
552,12,2023-07-28,16
553,13,2023-07-28,17
554,14,2023-07-28,23
555,15,2023-07-28,12
556,16,2023-07-28,16
557,17,2023-07-28,47
558,18,2023-07-28,43
559,19,2023-07-28,10
560,20,2023-07-28,38
561,1,2023-07-29,20
562,2,2023-07-29,39
563,3,2023-07-29,16
564,4,2023-07-29,19
565,5,2023-07-29,46
566,6,2023-07-29,16
567,7,2023-07-29,33
568,8,2023-07-29,16
569,9,2023-07-29,48
570,10,2023-07-29,22
571,11,2023-07-29,44
572,12,2023-07-29,36
573,13,2023-07-29,24
574,14,2023-07-29,33
575,15,2023-07-29,45
576,16,2023-07-29,10
577,17,2023-07-29,15
578,18,2023-07-29,43
579,19,2023-07-29,22
580,20,2023-07-29,41
581,1,2023-07-30,30
582,2,2023-07-30,16
583,3,2023-07-30,19
584,4,2023-07-30,42
585,5,2023-07-30,31
586,6,2023-07-30,49
587,7,2023-07-30,47
588,8,2023-07-30,39
589,9,2023-07-30,23
590,10,2023-07-30,10
591,11,2023-07-30,18
592,12,2023-07-30,43
593,13,2023-07-30,48
594,14,2023-07-30,35
595,15,2023-07-30,10
596,16,2023-07-30,27
597,17,2023-07-30,38
598,18,2023-07-30,13
599,19,2023-07-30,12
600,20,2023-07-30,17
601,1,2023-07-31,27
602,2,2023-07-31,23
603,3,2023-07-31,16
604,4,2023-07-31,26
605,5,2023-07-31,18
606,6,2023-07-31,33
607,7,2023-07-31,11
608,8,2023-07-31,46
609,9,2023-07-31,29
610,10,2023-07-31,13
611,11,2023-07-31,43
612,12,2023-07-31,33
613,13,2023-07-31,33
614,14,2023-07-31,39
615,15,2023-07-31,13
616,16,2023-07-31,27
617,17,2023-07-31,39
618,18,2023-07-31,26
619,19,2023-07-31,41
620,20,2023-07-31,38
621,1,2023-08-01,21
622,2,2023-08-01,25
623,3,2023-08-01,15
624,4,2023-08-01,17
625,5,2023-08-01,25
626,6,2023-08-01,13
627,7,2023-08-01,47
628,8,2023-08-01,12
629,9,2023-08-01,41
630,10,2023-08-01,12
631,11,2023-08-01,25
632,12,2023-08-01,22
633,13,2023-08-01,42
634,14,2023-08-01,31
635,15,2023-08-01,19
636,16,2023-08-01,33
637,17,2023-08-01,10
638,18,2023-08-01,49
639,19,2023-08-01,13
640,20,2023-08-01,13
641,1,2023-08-02,17
642,2,2023-08-02,29
643,3,2023-08-02,37
644,4,2023-08-02,25
645,5,2023-08-02,25
646,6,2023-08-02,32
647,7,2023-08-02,11
648,8,2023-08-02,17
649,9,2023-08-02,24
650,10,2023-08-02,10
651,11,2023-08-02,50
652,12,2023-08-02,21
653,13,2023-08-02,13
654,14,2023-08-02,37
655,15,2023-08-02,10
656,16,2023-08-02,44
657,17,2023-08-02,49
658,18,2023-08-02,23
659,19,2023-08-02,40
660,20,2023-08-02,33
661,1,2023-08-03,48
662,2,2023-08-03,19
663,3,2023-08-03,16
664,4,2023-08-03,39
665,5,2023-08-03,45
666,6,2023-08-03,33
667,7,2023-08-03,44
668,8,2023-08-03,20
669,9,2023-08-03,32
670,10,2023-08-03,16
671,11,2023-08-03,26
672,12,2023-08-03,48
673,13,2023-08-03,22
674,14,2023-08-03,16
675,15,2023-08-03,26
676,16,2023-08-03,17
677,17,2023-08-03,13
678,18,2023-08-03,40
679,19,2023-08-03,38
680,20,2023-08-03,28
681,1,2023-08-04,25
682,2,2023-08-04,45
683,3,2023-08-04,44
684,4,2023-08-04,14
685,5,2023-08-04,31
686,6,2023-08-04,49
687,7,2023-08-04,13
688,8,2023-08-04,31
689,9,2023-08-04,49
690,10,2023-08-04,11
691,11,2023-08-04,13
692,12,2023-08-04,37
693,13,2023-08-04,38
694,14,2023-08-04,25
695,15,2023-08-04,14
696,16,2023-08-04,32
697,17,2023-08-04,34
698,18,2023-08-04,12
699,19,2023-08-04,16
700,20,2023-08-04,21
701,1,2023-08-05,48
702,2,2023-08-05,37
703,3,2023-08-05,40
704,4,2023-08-05,23
705,5,2023-08-05,40
706,6,2023-08-05,36
707,7,2023-08-05,28
708,8,2023-08-05,27
709,9,2023-08-05,26
710,10,2023-08-05,32
711,11,2023-08-05,45
712,12,2023-08-05,22
713,13,2023-08-05,28
714,14,2023-08-05,18
715,15,2023-08-05,31
716,16,2023-08-05,44
717,17,2023-08-05,12
718,18,2023-08-05,14
719,19,2023-08-05,17
720,20,2023-08-05,44
721,1,2023-08-06,16
722,2,2023-08-06,17
723,3,2023-08-06,39
724,4,2023-08-06,44
725,5,2023-08-06,19
726,6,2023-08-06,38
727,7,2023-08-06,50
728,8,2023-08-06,41
729,9,2023-08-06,42
730,10,2023-08-06,22
731,11,2023-08-06,19
732,12,2023-08-06,46
733,13,2023-08-06,45
734,14,2023-08-06,22
735,15,2023-08-06,14
736,16,2023-08-06,27
737,17,2023-08-06,28
738,18,2023-08-06,42
739,19,2023-08-06,39
740,20,2023-08-06,18
741,1,2023-08-07,15
742,2,2023-08-07,33
743,3,2023-08-07,48
744,4,2023-08-07,48
745,5,2023-08-07,47
746,6,2023-08-07,48
747,7,2023-08-07,45
748,8,2023-08-07,35
749,9,2023-08-07,50
750,10,2023-08-07,12
751,11,2023-08-07,50
752,12,2023-08-07,42
753,13,2023-08-07,36
754,14,2023-08-07,32
755,15,2023-08-07,16
756,16,2023-08-07,46
757,17,2023-08-07,47
758,18,2023-08-07,12
759,19,2023-08-07,13
760,20,2023-08-07,34
761,1,2023-08-08,12
762,2,2023-08-08,32
763,3,2023-08-08,34
764,4,2023-08-08,10
765,5,2023-08-08,13
766,6,2023-08-08,12
767,7,2023-08-08,22
768,8,2023-08-08,13
769,9,2023-08-08,23
770,10,2023-08-08,28
771,11,2023-08-08,14
772,12,2023-08-08,45
773,13,2023-08-08,31
774,14,2023-08-08,31
775,15,2023-08-08,45
776,16,2023-08-08,46
777,17,2023-08-08,40
778,18,2023-08-08,13
779,19,2023-08-08,12
780,20,2023-08-08,37
781,1,2023-08-09,20
782,2,2023-08-09,50
783,3,2023-08-09,42
784,4,2023-08-09,48
785,5,2023-08-09,15
786,6,2023-08-09,25
787,7,2023-08-09,25
788,8,2023-08-09,32
789,9,2023-08-09,40
790,10,2023-08-09,14
791,11,2023-08-09,25
792,12,2023-08-09,28
793,13,2023-08-09,24
794,14,2023-08-09,34
795,15,2023-08-09,48
796,16,2023-08-09,12
797,17,2023-08-09,49
798,18,2023-08-09,28
799,19,2023-08-09,10
800,20,2023-08-09,32
801,1,2023-08-10,26
802,2,2023-08-10,19
803,3,2023-08-10,29
804,4,2023-08-10,11
805,5,2023-08-10,22
806,6,2023-08-10,15
807,7,2023-08-10,31
808,8,2023-08-10,38
809,9,2023-08-10,37
810,10,2023-08-10,36
811,11,2023-08-10,29
812,12,2023-08-10,12
813,13,2023-08-10,47
814,14,2023-08-10,18
815,15,2023-08-10,32
816,16,2023-08-10,16
817,17,2023-08-10,30
818,18,2023-08-10,19
819,19,2023-08-10,14
820,20,2023-08-10,31
821,1,2023-08-11,24
822,2,2023-08-11,47
823,3,2023-08-11,25
824,4,2023-08-11,32
825,5,2023-08-11,17
826,6,2023-08-11,15
827,7,2023-08-11,24
828,8,2023-08-11,22
829,9,2023-08-11,21
830,10,2023-08-11,23
831,11,2023-08-11,41
832,12,2023-08-11,12
833,13,2023-08-11,26
834,14,2023-08-11,35
835,15,2023-08-11,39
836,16,2023-08-11,38
837,17,2023-08-11,13
838,18,2023-08-11,35
839,19,2023-08-11,30
840,20,2023-08-11,32
841,1,2023-08-12,10
842,2,2023-08-12,32
843,3,2023-08-12,10
844,4,2023-08-12,10
845,5,2023-08-12,41
846,6,2023-08-12,14
847,7,2023-08-12,27
848,8,2023-08-12,32
849,9,2023-08-12,31
850,10,2023-08-12,46
851,11,2023-08-12,30
852,12,2023-08-12,15
853,13,2023-08-12,16
854,14,2023-08-12,33
855,15,2023-08-12,12
856,16,2023-08-12,30
857,17,2023-08-12,15
858,18,2023-08-12,21
859,19,2023-08-12,20
860,20,2023-08-12,24
861,1,2023-08-13,16
862,2,2023-08-13,14
863,3,2023-08-13,50
864,4,2023-08-13,38
865,5,2023-08-13,20
866,6,2023-08-13,31
867,7,2023-08-13,41
868,8,2023-08-13,22
869,9,2023-08-13,27
870,10,2023-08-13,48
871,11,2023-08-13,37
872,12,2023-08-13,14
873,13,2023-08-13,33
874,14,2023-08-13,43
875,15,2023-08-13,26
876,16,2023-08-13,42
877,17,2023-08-13,13
878,18,2023-08-13,13
879,19,2023-08-13,13
880,20,2023-08-13,38
881,1,2023-08-14,13
882,2,2023-08-14,15
883,3,2023-08-14,15
884,4,2023-08-14,31
885,5,2023-08-14,47
886,6,2023-08-14,34
887,7,2023-08-14,45
888,8,2023-08-14,28
889,9,2023-08-14,32
890,10,2023-08-14,26
891,11,2023-08-14,14
892,12,2023-08-14,22
893,13,2023-08-14,22
894,14,2023-08-14,11
895,15,2023-08-14,37
896,16,2023-08-14,46
897,17,2023-08-14,35
898,18,2023-08-14,25
899,19,2023-08-14,33
900,20,2023-08-14,47
901,1,2023-08-15,18
902,2,2023-08-15,46
903,3,2023-08-15,37
904,4,2023-08-15,40
905,5,2023-08-15,17
906,6,2023-08-15,48
907,7,2023-08-15,27
908,8,2023-08-15,30
909,9,2023-08-15,38
910,10,2023-08-15,24
911,11,2023-08-15,42
912,12,2023-08-15,14
913,13,2023-08-15,30
914,14,2023-08-15,12
915,15,2023-08-15,19
916,16,2023-08-15,41
917,17,2023-08-15,10
918,18,2023-08-15,20
919,19,2023-08-15,22
920,20,2023-08-15,16
921,1,2023-08-16,16
922,2,2023-08-16,47
923,3,2023-08-16,45
924,4,2023-08-16,44
925,5,2023-08-16,45
926,6,2023-08-16,32
927,7,2023-08-16,47
928,8,2023-08-16,11
929,9,2023-08-16,10
930,10,2023-08-16,44
931,11,2023-08-16,17
932,12,2023-08-16,44
933,13,2023-08-16,46
934,14,2023-08-16,19
935,15,2023-08-16,34
936,16,2023-08-16,41
937,17,2023-08-16,10
938,18,2023-08-16,46
939,19,2023-08-16,26
940,20,2023-08-16,28
941,1,2023-08-17,27
942,2,2023-08-17,19
943,3,2023-08-17,37
944,4,2023-08-17,32
945,5,2023-08-17,44
946,6,2023-08-17,31
947,7,2023-08-17,40
948,8,2023-08-17,48
949,9,2023-08-17,13
950,10,2023-08-17,13
951,11,2023-08-17,36
952,12,2023-08-17,49
953,13,2023-08-17,40
954,14,2023-08-17,46
955,15,2023-08-17,30
956,16,2023-08-17,44
957,17,2023-08-17,44
958,18,2023-08-17,19
959,19,2023-08-17,10
960,20,2023-08-17,23
961,1,2023-08-18,40
962,2,2023-08-18,22
963,3,2023-08-18,20
964,4,2023-08-18,35
965,5,2023-08-18,46
966,6,2023-08-18,12
967,7,2023-08-18,47
968,8,2023-08-18,42
969,9,2023-08-18,32
970,10,2023-08-18,27
971,11,2023-08-18,38
972,12,2023-08-18,20
973,13,2023-08-18,41
974,14,2023-08-18,39
975,15,2023-08-18,37
976,16,2023-08-18,20
977,17,2023-08-18,10
978,18,2023-08-18,16
979,19,2023-08-18,31
980,20,2023-08-18,50
981,1,2023-08-19,30
982,2,2023-08-19,14
983,3,2023-08-19,33
984,4,2023-08-19,18
985,5,2023-08-19,31
986,6,2023-08-19,36
987,7,2023-08-19,12
988,8,2023-08-19,47
989,9,2023-08-19,22
990,10,2023-08-19,26
991,11,2023-08-19,16
992,12,2023-08-19,15
993,13,2023-08-19,42
994,14,2023-08-19,26
995,15,2023-08-19,27
996,16,2023-08-19,42
997,17,2023-08-19,50
998,18,2023-08-19,41
999,19,2023-08-19,32
1000,20,2023-08-19,42
1001,1,2023-08-20,35
1002,2,2023-08-20,29
1003,3,2023-08-20,16
1004,4,2023-08-20,42
1005,5,2023-08-20,24
1006,6,2023-08-20,37
1007,7,2023-08-20,12
1008,8,2023-08-20,15
1009,9,2023-08-20,35
1010,10,2023-08-20,38
1011,11,2023-08-20,31
1012,12,2023-08-20,38
1013,13,2023-08-20,25
1014,14,2023-08-20,21
1015,15,2023-08-20,28
1016,16,2023-08-20,29
1017,17,2023-08-20,47
1018,18,2023-08-20,23
1019,19,2023-08-20,22
1020,20,2023-08-20,50
1021,1,2023-08-21,45
1022,2,2023-08-21,46
1023,3,2023-08-21,21
1024,4,2023-08-21,25
1025,5,2023-08-21,50
1026,6,2023-08-21,31
1027,7,2023-08-21,13
1028,8,2023-08-21,31
1029,9,2023-08-21,16
1030,10,2023-08-21,30
1031,11,2023-08-21,10
1032,12,2023-08-21,15
1033,13,2023-08-21,24
1034,14,2023-08-21,24
1035,15,2023-08-21,33
1036,16,2023-08-21,36
1037,17,2023-08-21,22
1038,18,2023-08-21,30
1039,19,2023-08-21,45
1040,20,2023-08-21,38
1041,1,2023-08-22,45
1042,2,2023-08-22,43
1043,3,2023-08-22,15
1044,4,2023-08-22,11
1045,5,2023-08-22,28
1046,6,2023-08-22,31
1047,7,2023-08-22,22
1048,8,2023-08-22,41
1049,9,2023-08-22,23
1050,10,2023-08-22,12
1051,11,2023-08-22,12
1052,12,2023-08-22,26
1053,13,2023-08-22,21
1054,14,2023-08-22,41
1055,15,2023-08-22,23
1056,16,2023-08-22,41
1057,17,2023-08-22,22
1058,18,2023-08-22,38
1059,19,2023-08-22,18
1060,20,2023-08-22,36
1061,1,2023-08-23,12
1062,2,2023-08-23,33
1063,3,2023-08-23,39
1064,4,2023-08-23,45
1065,5,2023-08-23,17
1066,6,2023-08-23,49
1067,7,2023-08-23,21
1068,8,2023-08-23,31
